ts_code,exchange,name,per_unit,opt_code,opt_type,call_put,exercise_type,exercise_price,s_month,maturity_date,list_price,list_date,delist_date,last_edate,last_ddate,quote_unit,min_price_chg
10011652.SH,SSE,易方达上证科创板50ETF期权2606认沽2.05,10000.0,OP588080.SH,ETF期权,P,欧式,2.05,202606,20260624,0.2367,20260521,20260624,20260624,20260625,人民币元,0.0001
10011638.SH,SSE,华夏上证科创板50ETF期权2606认购2.15,10000.0,OP588000.SH,ETF期权,C,欧式,2.15,202606,20260624,0.024,20260521,20260624,20260624,20260625,人民币元,0.0001
10011637.SH,SSE,华夏上证科创板50ETF期权2606认购2.10,10000.0,OP588000.SH,ETF期权,C,欧式,2.1,202606,20260624,0.0338,20260521,20260624,20260624,20260625,人民币元,0.0001
10011650.SH,SSE,易方达上证科创板50ETF期权2605认沽2.05,10000.0,OP588080.SH,ETF期权,P,欧式,2.05,202605,20260527,0.1923,20260521,20260527,20260527,20260528,人民币元,0.0001
10011636.SH,SSE,华夏上证科创板50ETF期权2605认沽2.15,10000.0,OP588000.SH,ETF期权,P,欧式,2.15,202605,20260527,0.2274,20260521,20260527,20260527,20260528,人民币元,0.0001
10011633.SH,SSE,华夏上证科创板50ETF期权2605认购2.10,10000.0,OP588000.SH,ETF期权,C,欧式,2.1,202605,20260527,0.0049,20260521,20260527,20260527,20260528,人民币元,0.0001
10011649.SH,SSE,易方达上证科创板50ETF期权2605认购2.05,10000.0,OP588080.SH,ETF期权,C,欧式,2.05,202605,20260527,0.0048,20260521,20260527,20260527,20260528,人民币元,0.0001
10011634.SH,SSE,华夏上证科创板50ETF期权2605认购2.15,10000.0,OP588000.SH,ETF期权,C,欧式,2.15,202605,20260527,0.002,20260521,20260527,20260527,20260528,人民币元,0.0001
10011635.SH,SSE,华夏上证科创板50ETF期权2605认沽2.10,10000.0,OP588000.SH,ETF期权,P,欧式,2.1,202605,20260527,0.1839,20260521,20260527,20260527,20260528,人民币元,0.0001
10011632.SH,SSE,易方达上证科创板50ETF期权2612认沽2.00,10000.0,OP588080.SH,ETF期权,P,欧式,2.0,202612,20261223,0.3573,20260514,20261223,20261223,20261224,人民币元,0.0001
10011624.SH,SSE,华夏上证科创板50ETF期权2612认沽2.05,10000.0,OP588000.SH,ETF期权,P,欧式,2.05,202612,20261223,0.3638,20260514,20261223,20261223,20261224,人民币元,0.0001
10011623.SH,SSE,华夏上证科创板50ETF期权2612认购2.05,10000.0,OP588000.SH,ETF期权,C,欧式,2.05,202612,20261223,0.1269,20260514,20261223,20261223,20261224,人民币元,0.0001
10011631.SH,SSE,易方达上证科创板50ETF期权2612认购2.00,10000.0,OP588080.SH,ETF期权,C,欧式,2.0,202612,20261223,0.1238,20260514,20261223,20261223,20261224,人民币元,0.0001
10011621.SH,SSE,华夏上证科创板50ETF期权2609认购2.05,10000.0,OP588000.SH,ETF期权,C,欧式,2.05,202609,20260923,0.0928,20260514,20260923,20260923,20260924,人民币元,0.0001
10011622.SH,SSE,华夏上证科创板50ETF期权2609认沽2.05,10000.0,OP588000.SH,ETF期权,P,欧式,2.05,202609,20260923,0.3159,20260514,20260923,20260923,20260924,人民币元,0.0001
10011629.SH,SSE,易方达上证科创板50ETF期权2609认购2.00,10000.0,OP588080.SH,ETF期权,C,欧式,2.0,202609,20260923,0.0924,20260514,20260923,20260923,20260924,人民币元,0.0001
10011630.SH,SSE,易方达上证科创板50ETF期权2609认沽2.00,10000.0,OP588080.SH,ETF期权,P,欧式,2.0,202609,20260923,0.3209,20260514,20260923,20260923,20260924,人民币元,0.0001
10011628.SH,SSE,易方达上证科创板50ETF期权2606认沽2.00,10000.0,OP588080.SH,ETF期权,P,欧式,2.0,202606,20260624,0.2516,20260514,20260624,20260624,20260625,人民币元,0.0001
10011619.SH,SSE,华夏上证科创板50ETF期权2606认购2.05,10000.0,OP588000.SH,ETF期权,C,欧式,2.05,202606,20260624,0.0405,20260514,20260624,20260624,20260625,人民币元,0.0001
10011620.SH,SSE,华夏上证科创板50ETF期权2606认沽2.05,10000.0,OP588000.SH,ETF期权,P,欧式,2.05,202606,20260624,0.2456,20260514,20260624,20260624,20260625,人民币元,0.0001
10011627.SH,SSE,易方达上证科创板50ETF期权2606认购2.00,10000.0,OP588080.SH,ETF期权,C,欧式,2.0,202606,20260624,0.042,20260514,20260624,20260624,20260625,人民币元,0.0001
10011617.SH,SSE,华夏上证科创板50ETF期权2605认购2.05,10000.0,OP588000.SH,ETF期权,C,欧式,2.05,202605,20260527,0.0178,20260514,20260527,20260527,20260528,人民币元,0.0001
10011626.SH,SSE,易方达上证科创板50ETF期权2605认沽2.00,10000.0,OP588080.SH,ETF期权,P,欧式,2.0,202605,20260527,0.2143,20260514,20260527,20260527,20260528,人民币元,0.0001
10011618.SH,SSE,华夏上证科创板50ETF期权2605认沽2.05,10000.0,OP588000.SH,ETF期权,P,欧式,2.05,202605,20260527,0.2083,20260514,20260527,20260527,20260528,人民币元,0.0001
10011625.SH,SSE,易方达上证科创板50ETF期权2605认购2.00,10000.0,OP588080.SH,ETF期权,C,欧式,2.0,202605,20260527,0.0157,20260514,20260527,20260527,20260528,人民币元,0.0001
10011616.SH,SSE,易方达上证科创板50ETF期权2612认沽1.95,10000.0,OP588080.SH,ETF期权,P,欧式,1.95,202612,20261223,0.342,20260512,20261223,20261223,20261224,人民币元,0.0001
10011615.SH,SSE,易方达上证科创板50ETF期权2612认购1.95,10000.0,OP588080.SH,ETF期权,C,欧式,1.95,202612,20261223,0.1153,20260512,20261223,20261223,20261224,人民币元,0.0001
10011600.SH,SSE,南方中证500ETF期权2612认沽10.00,10000.0,OP510500.SH,ETF期权,P,欧式,10.0,202612,20261223,1.5558,20260512,20261223,20261223,20261224,人民币元,0.0001
10011599.SH,SSE,南方中证500ETF期权2612认购10.00,10000.0,OP510500.SH,ETF期权,C,欧式,10.0,202612,20261223,0.2579,20260512,20261223,20261223,20261224,人民币元,0.0001
10011591.SH,SSE,华泰柏瑞沪深300ETF期权2612认购6.00,10000.0,OP510300.SH,ETF期权,C,欧式,6.0,202612,20261223,0.0539,20260512,20261223,20261223,20261224,人民币元,0.0001
10011592.SH,SSE,华泰柏瑞沪深300ETF期权2612认沽6.00,10000.0,OP510300.SH,ETF期权,P,欧式,6.0,202612,20261223,1.1022,20260512,20261223,20261223,20261224,人民币元,0.0001
10011608.SH,SSE,华夏上证科创板50ETF期权2612认沽2.00,10000.0,OP588000.SH,ETF期权,P,欧式,2.0,202612,20261223,0.3459,20260512,20261223,20261223,20261224,人民币元,0.0001
10011607.SH,SSE,华夏上证科创板50ETF期权2612认购2.00,10000.0,OP588000.SH,ETF期权,C,欧式,2.0,202612,20261223,0.1203,20260512,20261223,20261223,20261224,人民币元,0.0001
10011597.SH,SSE,南方中证500ETF期权2609认购10.00,10000.0,OP510500.SH,ETF期权,C,欧式,10.0,202609,20260923,0.1722,20260512,20260923,20260923,20260924,人民币元,0.0001
10011590.SH,SSE,华泰柏瑞沪深300ETF期权2609认沽6.00,10000.0,OP510300.SH,ETF期权,P,欧式,6.0,202609,20260923,1.0529,20260512,20260923,20260923,20260924,人民币元,0.0001
10011606.SH,SSE,华夏上证科创板50ETF期权2609认沽2.00,10000.0,OP588000.SH,ETF期权,P,欧式,2.0,202609,20260923,0.3044,20260512,20260923,20260923,20260924,人民币元,0.0001
10011613.SH,SSE,易方达上证科创板50ETF期权2609认购1.95,10000.0,OP588080.SH,ETF期权,C,欧式,1.95,202609,20260923,0.0833,20260512,20260923,20260923,20260924,人民币元,0.0001
10011598.SH,SSE,南方中证500ETF期权2609认沽10.00,10000.0,OP510500.SH,ETF期权,P,欧式,10.0,202609,20260923,1.3672,20260512,20260923,20260923,20260924,人民币元,0.0001
10011614.SH,SSE,易方达上证科创板50ETF期权2609认沽1.95,10000.0,OP588080.SH,ETF期权,P,欧式,1.95,202609,20260923,0.3084,20260512,20260923,20260923,20260924,人民币元,0.0001
10011605.SH,SSE,华夏上证科创板50ETF期权2609认购2.00,10000.0,OP588000.SH,ETF期权,C,欧式,2.0,202609,20260923,0.0844,20260512,20260923,20260923,20260924,人民币元,0.0001
10011589.SH,SSE,华泰柏瑞沪深300ETF期权2609认购6.00,10000.0,OP510300.SH,ETF期权,C,欧式,6.0,202609,20260923,0.0258,20260512,20260923,20260923,20260924,人民币元,0.0001
10011604.SH,SSE,华夏上证科创板50ETF期权2606认沽2.00,10000.0,OP588000.SH,ETF期权,P,欧式,2.0,202606,20260624,0.2416,20260512,20260624,20260624,20260625,人民币元,0.0001
10011603.SH,SSE,华夏上证科创板50ETF期权2606认购2.00,10000.0,OP588000.SH,ETF期权,C,欧式,2.0,202606,20260624,0.0354,20260512,20260624,20260624,20260625,人民币元,0.0001
10011595.SH,SSE,南方中证500ETF期权2606认购10.00,10000.0,OP510500.SH,ETF期权,C,欧式,10.0,202606,20260624,0.0462,20260512,20260624,20260624,20260625,人民币元,0.0001
10011596.SH,SSE,南方中证500ETF期权2606认沽10.00,10000.0,OP510500.SH,ETF期权,P,欧式,10.0,202606,20260624,1.1568,20260512,20260624,20260624,20260625,人民币元,0.0001
10011611.SH,SSE,易方达上证科创板50ETF期权2606认购1.95,10000.0,OP588080.SH,ETF期权,C,欧式,1.95,202606,20260624,0.035,20260512,20260624,20260624,20260625,人民币元,0.0001
10011588.SH,SSE,华泰柏瑞沪深300ETF期权2606认沽6.00,10000.0,OP510300.SH,ETF期权,P,欧式,6.0,202606,20260624,1.034,20260512,20260624,20260624,20260625,人民币元,0.0001
10011587.SH,SSE,华泰柏瑞沪深300ETF期权2606认购6.00,10000.0,OP510300.SH,ETF期权,C,欧式,6.0,202606,20260624,0.0043,20260512,20260624,20260624,20260625,人民币元,0.0001
10011612.SH,SSE,易方达上证科创板50ETF期权2606认沽1.95,10000.0,OP588080.SH,ETF期权,P,欧式,1.95,202606,20260624,0.2436,20260512,20260624,20260624,20260625,人民币元,0.0001
10011610.SH,SSE,易方达上证科创板50ETF期权2605认沽1.95,10000.0,OP588080.SH,ETF期权,P,欧式,1.95,202605,20260527,0.2134,20260512,20260527,20260527,20260528,人民币元,0.0001
10011609.SH,SSE,易方达上证科创板50ETF期权2605认购1.95,10000.0,OP588080.SH,ETF期权,C,欧式,1.95,202605,20260527,0.0129,20260512,20260527,20260527,20260528,人民币元,0.0001
10011586.SH,SSE,华泰柏瑞沪深300ETF期权2605认沽6.00,10000.0,OP510300.SH,ETF期权,P,欧式,6.0,202605,20260527,1.034,20260512,20260527,20260527,20260528,人民币元,0.0001
10011602.SH,SSE,华夏上证科创板50ETF期权2605认沽2.00,10000.0,OP588000.SH,ETF期权,P,欧式,2.0,202605,20260527,0.2093,20260512,20260527,20260527,20260528,人民币元,0.0001
10011594.SH,SSE,南方中证500ETF期权2605认沽10.00,10000.0,OP510500.SH,ETF期权,P,欧式,10.0,202605,20260527,1.0967,20260512,20260527,20260527,20260528,人民币元,0.0001
10011593.SH,SSE,南方中证500ETF期权2605认购10.00,10000.0,OP510500.SH,ETF期权,C,欧式,10.0,202605,20260527,0.0076,20260512,20260527,20260527,20260528,人民币元,0.0001
10011601.SH,SSE,华夏上证科创板50ETF期权2605认购2.00,10000.0,OP588000.SH,ETF期权,C,欧式,2.0,202605,20260527,0.0134,20260512,20260527,20260527,20260528,人民币元,0.0001
10011585.SH,SSE,华泰柏瑞沪深300ETF期权2605认购6.00,10000.0,OP510300.SH,ETF期权,C,欧式,6.0,202605,20260527,0.0003,20260512,20260527,20260527,20260528,人民币元,0.0001
10011581.SH,SSE,易方达上证科创板50ETF期权2612认购1.85,10000.0,OP588080.SH,ETF期权,C,欧式,1.85,202612,20261223,0.1178,20260507,20261223,20261223,20261224,人民币元,0.0001
10011582.SH,SSE,易方达上证科创板50ETF期权2612认购1.90,10000.0,OP588080.SH,ETF期权,C,欧式,1.9,202612,20261223,0.102,20260507,20261223,20261223,20261224,人民币元,0.0001
10011583.SH,SSE,易方达上证科创板50ETF期权2612认沽1.85,10000.0,OP588080.SH,ETF期权,P,欧式,1.85,202612,20261223,0.3076,20260507,20261223,20261223,20261224,人民币元,0.0001
10011548.SH,SSE,华泰柏瑞沪深300ETF期权2612认沽5.75,10000.0,OP510300.SH,ETF期权,P,欧式,5.75,202612,20261223,0.9262,20260507,20261223,20261223,20261224,人民币元,0.0001
10011547.SH,SSE,华泰柏瑞沪深300ETF期权2612认购5.75,10000.0,OP510300.SH,ETF期权,C,欧式,5.75,202612,20261223,0.0524,20260507,20261223,20261223,20261224,人民币元,0.0001
10011565.SH,SSE,华夏上证科创板50ETF期权2612认购1.90,10000.0,OP588000.SH,ETF期权,C,欧式,1.9,202612,20261223,0.1161,20260507,20261223,20261223,20261224,人民币元,0.0001
10011568.SH,SSE,华夏上证科创板50ETF期权2612认沽1.95,10000.0,OP588000.SH,ETF期权,P,欧式,1.95,202612,20261223,0.3426,20260507,20261223,20261223,20261224,人民币元,0.0001
10011552.SH,SSE,南方中证500ETF期权2612认沽9.75,10000.0,OP510500.SH,ETF期权,P,欧式,9.75,202612,20261223,1.5163,20260507,20261223,20261223,20261224,人民币元,0.0001
10011566.SH,SSE,华夏上证科创板50ETF期权2612认购1.95,10000.0,OP588000.SH,ETF期权,C,欧式,1.95,202612,20261223,0.1002,20260507,20261223,20261223,20261224,人民币元,0.0001
10011584.SH,SSE,易方达上证科创板50ETF期权2612认沽1.90,10000.0,OP588080.SH,ETF期权,P,欧式,1.9,202612,20261223,0.3401,20260507,20261223,20261223,20261224,人民币元,0.0001
10011551.SH,SSE,南方中证500ETF期权2612认购9.75,10000.0,OP510500.SH,ETF期权,C,欧式,9.75,202612,20261223,0.2217,20260507,20261223,20261223,20261224,人民币元,0.0001
10011567.SH,SSE,华夏上证科创板50ETF期权2612认沽1.90,10000.0,OP588000.SH,ETF期权,P,欧式,1.9,202612,20261223,0.3103,20260507,20261223,20261223,20261224,人民币元,0.0001
10011579.SH,SSE,易方达上证科创板50ETF期权2609认沽1.85,10000.0,OP588080.SH,ETF期权,P,欧式,1.85,202609,20260923,0.2762,20260507,20260923,20260923,20260924,人民币元,0.0001
10011545.SH,SSE,华泰柏瑞沪深300ETF期权2609认购5.75,10000.0,OP510300.SH,ETF期权,C,欧式,5.75,202609,20260923,0.0281,20260507,20260923,20260923,20260924,人民币元,0.0001
10011561.SH,SSE,华夏上证科创板50ETF期权2609认购1.90,10000.0,OP588000.SH,ETF期权,C,欧式,1.9,202609,20260923,0.0885,20260507,20260923,20260923,20260924,人民币元,0.0001
10011546.SH,SSE,华泰柏瑞沪深300ETF期权2609认沽5.75,10000.0,OP510300.SH,ETF期权,P,欧式,5.75,202609,20260923,0.8865,20260507,20260923,20260923,20260924,人民币元,0.0001
10011563.SH,SSE,华夏上证科创板50ETF期权2609认沽1.90,10000.0,OP588000.SH,ETF期权,P,欧式,1.9,202609,20260923,0.2757,20260507,20260923,20260923,20260924,人民币元,0.0001
10011577.SH,SSE,易方达上证科创板50ETF期权2609认购1.85,10000.0,OP588080.SH,ETF期权,C,欧式,1.85,202609,20260923,0.0847,20260507,20260923,20260923,20260924,人民币元,0.0001
10011564.SH,SSE,华夏上证科创板50ETF期权2609认沽1.95,10000.0,OP588000.SH,ETF期权,P,欧式,1.95,202609,20260923,0.309,20260507,20260923,20260923,20260924,人民币元,0.0001
10011562.SH,SSE,华夏上证科创板50ETF期权2609认购1.95,10000.0,OP588000.SH,ETF期权,C,欧式,1.95,202609,20260923,0.0738,20260507,20260923,20260923,20260924,人民币元,0.0001
10011578.SH,SSE,易方达上证科创板50ETF期权2609认购1.90,10000.0,OP588080.SH,ETF期权,C,欧式,1.9,202609,20260923,0.0704,20260507,20260923,20260923,20260924,人民币元,0.0001
10011580.SH,SSE,易方达上证科创板50ETF期权2609认沽1.90,10000.0,OP588080.SH,ETF期权,P,欧式,1.9,202609,20260923,0.3098,20260507,20260923,20260923,20260924,人民币元,0.0001
10011559.SH,SSE,华夏上证科创板50ETF期权2606认沽1.90,10000.0,OP588000.SH,ETF期权,P,欧式,1.9,202606,20260624,0.2094,20260507,20260624,20260624,20260625,人民币元,0.0001
10011574.SH,SSE,易方达上证科创板50ETF期权2606认购1.90,10000.0,OP588080.SH,ETF期权,C,欧式,1.9,202606,20260624,0.0269,20260507,20260624,20260624,20260625,人民币元,0.0001
10011576.SH,SSE,易方达上证科创板50ETF期权2606认沽1.90,10000.0,OP588080.SH,ETF期权,P,欧式,1.9,202606,20260624,0.2497,20260507,20260624,20260624,20260625,人民币元,0.0001
10011575.SH,SSE,易方达上证科创板50ETF期权2606认沽1.85,10000.0,OP588080.SH,ETF期权,P,欧式,1.85,202606,20260624,0.2126,20260507,20260624,20260624,20260625,人民币元,0.0001
10011543.SH,SSE,华泰柏瑞沪深300ETF期权2606认购5.75,10000.0,OP510300.SH,ETF期权,C,欧式,5.75,202606,20260624,0.0052,20260507,20260624,20260624,20260625,人民币元,0.0001
10011557.SH,SSE,华夏上证科创板50ETF期权2606认购1.90,10000.0,OP588000.SH,ETF期权,C,欧式,1.9,202606,20260624,0.038,20260507,20260624,20260624,20260625,人民币元,0.0001
10011558.SH,SSE,华夏上证科创板50ETF期权2606认购1.95,10000.0,OP588000.SH,ETF期权,C,欧式,1.95,202606,20260624,0.0273,20260507,20260624,20260624,20260625,人民币元,0.0001
10011544.SH,SSE,华泰柏瑞沪深300ETF期权2606认沽5.75,10000.0,OP510300.SH,ETF期权,P,欧式,5.75,202606,20260624,0.862,20260507,20260624,20260624,20260625,人民币元,0.0001
10011560.SH,SSE,华夏上证科创板50ETF期权2606认沽1.95,10000.0,OP588000.SH,ETF期权,P,欧式,1.95,202606,20260624,0.2464,20260507,20260624,20260624,20260625,人民币元,0.0001
10011573.SH,SSE,易方达上证科创板50ETF期权2606认购1.85,10000.0,OP588080.SH,ETF期权,C,欧式,1.85,202606,20260624,0.0374,20260507,20260624,20260624,20260625,人民币元,0.0001
10011570.SH,SSE,易方达上证科创板50ETF期权2605认购1.90,10000.0,OP588080.SH,ETF期权,C,欧式,1.9,202605,20260527,0.0094,20260507,20260527,20260527,20260528,人民币元,0.0001
10011541.SH,SSE,华泰柏瑞沪深300ETF期权2605认购5.75,10000.0,OP510300.SH,ETF期权,C,欧式,5.75,202605,20260527,0.0006,20260507,20260527,20260527,20260528,人民币元,0.0001
10011542.SH,SSE,华泰柏瑞沪深300ETF期权2605认沽5.75,10000.0,OP510300.SH,ETF期权,P,欧式,5.75,202605,20260527,0.862,20260507,20260527,20260527,20260528,人民币元,0.0001
10011550.SH,SSE,南方中证500ETF期权2605认沽9.75,10000.0,OP510500.SH,ETF期权,P,欧式,9.75,202605,20260527,1.092,20260507,20260527,20260527,20260528,人民币元,0.0001
10011549.SH,SSE,南方中证500ETF期权2605认购9.75,10000.0,OP510500.SH,ETF期权,C,欧式,9.75,202605,20260527,0.0062,20260507,20260527,20260527,20260528,人民币元,0.0001
10011571.SH,SSE,易方达上证科创板50ETF期权2605认沽1.85,10000.0,OP588080.SH,ETF期权,P,欧式,1.85,202605,20260527,0.1824,20260507,20260527,20260527,20260528,人民币元,0.0001
10011555.SH,SSE,华夏上证科创板50ETF期权2605认沽1.90,10000.0,OP588000.SH,ETF期权,P,欧式,1.9,202605,20260527,0.1806,20260507,20260527,20260527,20260528,人民币元,0.0001
10011569.SH,SSE,易方达上证科创板50ETF期权2605认购1.85,10000.0,OP588080.SH,ETF期权,C,欧式,1.85,202605,20260527,0.0161,20260507,20260527,20260527,20260528,人民币元,0.0001
10011554.SH,SSE,华夏上证科创板50ETF期权2605认购1.95,10000.0,OP588000.SH,ETF期权,C,欧式,1.95,202605,20260527,0.0091,20260507,20260527,20260527,20260528,人民币元,0.0001
10011572.SH,SSE,易方达上证科创板50ETF期权2605认沽1.90,10000.0,OP588080.SH,ETF期权,P,欧式,1.9,202605,20260527,0.2235,20260507,20260527,20260527,20260528,人民币元,0.0001
10011553.SH,SSE,华夏上证科创板50ETF期权2605认购1.90,10000.0,OP588000.SH,ETF期权,C,欧式,1.9,202605,20260527,0.0158,20260507,20260527,20260527,20260528,人民币元,0.0001
10011556.SH,SSE,华夏上证科创板50ETF期权2605认沽1.95,10000.0,OP588000.SH,ETF期权,P,欧式,1.95,202605,20260527,0.2214,20260507,20260527,20260527,20260528,人民币元,0.0001
10011532.SH,SSE,华夏上证50ETF期权2612认沽3.50,10000.0,OP510050.SH,ETF期权,P,欧式,3.5,202612,20261223,0.4578,20260506,20261223,20261223,20261224,人民币元,0.0001
10011536.SH,SSE,华夏上证科创板50ETF期权2612认沽1.85,10000.0,OP588000.SH,ETF期权,P,欧式,1.85,202612,20261223,0.3181,20260506,20261223,20261223,20261224,人民币元,0.0001
10011539.SH,SSE,易方达上证科创板50ETF期权2612认购1.80,10000.0,OP588080.SH,ETF期权,C,欧式,1.8,202612,20261223,0.0899,20260506,20261223,20261223,20261224,人民币元,0.0001
10011531.SH,SSE,华夏上证50ETF期权2612认购3.50,10000.0,OP510050.SH,ETF期权,C,欧式,3.5,202612,20261223,0.0443,20260506,20261223,20261223,20261224,人民币元,0.0001
